Rxx(Ohm),ne(cm-2)
5850.7505,6.61E+09
5640.6475,6.57E+09
5795.1807,6.53E+09
6264.7285,6.49E+09
5899.2617,6.45E+09
5884.1699,6.42E+09
6223.0322,6.38E+09
6056.2354,6.34E+09
5580.7017,6.30E+09
5297.3154,6.27E+09
5395.9634,6.23E+09
5490.7222,6.19E+09
5518.3081,6.15E+09
5620.0269,6.11E+09
5606.73,6.08E+09
5415.3149,6.04E+09
5186.6367,6.00E+09
5427.4346,5.96E+09
5318.543,5.93E+09
5006.5884,5.89E+09
4631.0093,5.85E+09
4504.395,5.81E+09
5059.8071,5.77E+09
5212.7622,5.74E+09
5194.7983,5.70E+09
4947.7583,5.66E+09
5025.4712,5.62E+09
5391.0771,5.59E+09
5143.5142,5.55E+09
5355.4478,5.51E+09
5979.6904,5.47E+09
6303.2983,5.43E+09
6220.3325,5.40E+09
6667.1919,5.36E+09
6989.5586,5.32E+09
7047.3081,5.28E+09
6854.5742,5.25E+09
6658.2964,5.21E+09
6248.0811,5.17E+09
5584.1699,5.13E+09
4959.7803,5.10E+09
4365.8276,5.06E+09
4141.9951,5.02E+09
4077.0549,4.98E+09
3930.5867,4.94E+09
3859.2466,4.91E+09
3762.8945,4.87E+09
3746.4268,4.83E+09
3929.6707,4.79E+09
4067.6394,4.76E+09
4093.3589,4.72E+09
4196.7783,4.68E+09
4189.2812,4.64E+09
4282.6094,4.60E+09
4164.3359,4.57E+09
4078.0376,4.53E+09
4067.022,4.49E+09
4190.2051,4.45E+09
4227.2949,4.42E+09
4218.1802,4.38E+09
4090.5867,4.34E+09
3778.0349,4.30E+09
3756.3872,4.26E+09
3837.5444,4.23E+09
3905.645,4.19E+09
3927.8501,4.15E+09
3902.2598,4.11E+09
3981.4941,4.08E+09
4145.1377,4.04E+09
4257.2998,4.00E+09
4208.9951,3.96E+09
4084.7925,3.92E+09
3942.0842,3.89E+09
4019.3218,3.85E+09
3771.0051,3.81E+09
3471.2048,3.77E+09
3383.552,3.74E+09
3412.4604,3.70E+09
3431.6477,3.66E+09
3485.5227,3.62E+09
3342.5532,3.59E+09
3310.5679,3.55E+09
3190.4985,3.51E+09
3165.2251,3.47E+09
3348.8665,3.43E+09
3361.4702,3.40E+09
3186.3787,3.36E+09
3385.6711,3.32E+09
3352.5544,3.28E+09
3342.5681,3.25E+09
3454.0505,3.21E+09
3392.9443,3.17E+09
3294.5396,3.13E+09
3211.5251,3.09E+09
3264.2876,3.06E+09
3221.7041,3.02E+09
3428.9167,2.98E+09
3486.8416,2.94E+09
3306.095,2.91E+09
3284.9707,2.87E+09
3222.1738,2.83E+09
3194.2437,2.79E+09
3175.1418,2.75E+09
3174.4299,2.72E+09
3192.1743,2.68E+09
3112.5447,2.64E+09
3241.8718,2.60E+09
2951.2297,2.57E+09
2804.4568,2.53E+09
2699.9695,2.49E+09
2611.2498,2.45E+09
2565.9619,2.41E+09
2420.3804,2.38E+09
2531.4136,2.34E+09
2581.207,2.30E+09
2537.6931,2.26E+09
2475.0127,2.23E+09
2500.7585,2.19E+09
2547.1345,2.15E+09
2581.7957,2.11E+09
2537.4207,2.08E+09
2511.4165,2.04E+09
2544.4285,2.00E+09
2614.6035,1.96E+09
2728.8811,1.92E+09
2731.2898,1.89E+09
2691.6895,1.85E+09
2661.6599,1.81E+09
2651.5669,1.77E+09
2634.6638,1.74E+09
2504.98,1.70E+09
2449.5503,1.66E+09
2400.7598,1.62E+09
2369.4297,1.58E+09
2360.0359,1.55E+09
2403.1282,1.51E+09
2420.9351,1.47E+09
2462.4138,1.43E+09
2479.8696,1.40E+09
2452.3003,1.36E+09
2294.5747,1.32E+09
2367.343,1.28E+09
2316.0281,1.24E+09
2292.5605,1.21E+09
2337.5864,1.17E+09
2393.3684,1.13E+09
2358.5347,1.09E+09
2356.0322,1.06E+09
2488.177,1.02E+09
2538.2173,9.80E+08
2542.2527,9.42E+08
2536.4958,9.05E+08
2585.8193,8.67E+08
2622.8652,8.29E+08
2719.4834,7.91E+08
2727.9736,7.54E+08
2616.4392,7.16E+08
2561.6489,6.78E+08
2458.7427,6.40E+08
2403.8401,6.03E+08
2332.6428,5.65E+08
2335.0815,5.27E+08
2237.5513,4.89E+08
2239.6621,4.52E+08
2318.9985,4.14E+08
2328.7854,3.76E+08
2307.7649,3.38E+08
2267.8125,3.01E+08
2251.6687,2.63E+08
2323.4106,2.25E+08
2354.9172,1.87E+08
2279.5847,1.50E+08
2241.762,1.12E+08
2285.302,74190408
2239.446,36438340
2163.8247,1313735.5
2111.4119,39065808
2085.4355,76817880
2107.7771,1.15E+08
2008.5087,1.52E+08
1980.8618,1.90E+08
2045.4497,2.28E+08
2097.9297,2.66E+08
2155.8965,3.03E+08
2153.1658,3.41E+08
2150.6895,3.79E+08
2237.1926,4.17E+08
2346.3503,4.54E+08
2270.3645,4.92E+08
2279.2175,5.30E+08
2358.9426,5.68E+08
2252.656,6.05E+08
2127.4055,6.43E+08
2029.3854,6.81E+08
1984.75,7.19E+08
1970.826,7.56E+08
1947.666,7.94E+08
1947.2166,8.32E+08
1975.2808,8.70E+08
1985.4879,9.07E+08
2014.9775,9.45E+08
1995.3495,9.83E+08
1968.3983,1.02E+09
2004.0051,1.06E+09
1977.4921,1.10E+09
1964.9125,1.13E+09
1896.6338,1.17E+09
1901.524,1.21E+09
1947.605,1.25E+09
1963.1398,1.28E+09
1943.9696,1.32E+09
1884.5312,1.36E+09
1860.2959,1.40E+09
1829.311,1.44E+09
1782.3638,1.47E+09
1801.9113,1.51E+09
1778.2471,1.55E+09
1763.5653,1.59E+09
1785.1775,1.62E+09
1757.6351,1.66E+09
1811.6335,1.70E+09
1843.5081,1.74E+09
1859.4114,1.78E+09
1814.1892,1.81E+09
1820.0175,1.85E+09
1860.6421,1.89E+09
1832.2903,1.93E+09
1805.166,1.96E+09
1791.7632,2.00E+09
1824.009,2.04E+09
1784.5706,2.08E+09
1768.7944,2.12E+09
1782.9808,2.15E+09
1786.0662,2.19E+09
1803.684,2.23E+09
1785.3616,2.27E+09
1786.9912,2.30E+09
1799.092,2.34E+09
1784.884,2.38E+09
1706.7319,2.42E+09
1671.7815,2.46E+09
1653.9213,2.49E+09
1641.0116,2.53E+09
1625.4377,2.57E+09
1632.4011,2.61E+09
1654.1899,2.64E+09
1646.625,2.68E+09
1661.7799,2.72E+09
1628.7909,2.76E+09
1597.9976,2.79E+09
1575.5544,2.83E+09
1568.9277,2.87E+09
1570.6383,2.91E+09
1573.9038,2.95E+09
1572.3728,2.98E+09
1569.1415,3.02E+09
1577.3567,3.06E+09
1611.207,3.10E+09
1617.1354,3.13E+09
1605.0354,3.17E+09
1614.476,3.21E+09
1614.7247,3.25E+09
1626.7937,3.29E+09
1596.3542,3.32E+09
1553.7516,3.36E+09
1518.7185,3.40E+09
1515.8777,3.44E+09
1488.0664,3.47E+09
1459.3088,3.51E+09
1471.8792,3.55E+09
1483.2578,3.59E+09
1482.9774,3.63E+09
1467.35,3.66E+09
1451.5712,3.70E+09
1454.9882,3.74E+09
1453.9631,3.78E+09
1462.8337,3.81E+09
1456.855,3.85E+09
1516.3113,3.89E+09
1505.6752,3.93E+09
1497.4608,3.97E+09
1468.3892,4.00E+09
1465.5381,4.04E+09
1470.4948,4.08E+09
1421.6069,4.12E+09
1425.7227,4.15E+09
1427.4513,4.19E+09
1413.4117,4.23E+09
1433.7244,4.27E+09
1439.3302,4.31E+09
1470.3817,4.34E+09
1483.2936,4.38E+09
1458.951,4.42E+09
1455.6151,4.46E+09
1431.0033,4.49E+09
1407.2522,4.53E+09
1391.0718,4.57E+09
1416.8822,4.61E+09
1428.2003,4.64E+09
1422.7456,4.68E+09
1402.2964,4.72E+09
1411.4684,4.76E+09
1392.9205,4.80E+09
1398.6372,4.83E+09
1365.8621,4.87E+09
1359.6859,4.91E+09
1365.6875,4.95E+09
1364.1896,4.98E+09
1338.427,5.02E+09
1341.9989,5.06E+09
1326.9288,5.10E+09
1319.1012,5.14E+09
1298.7217,5.17E+09
1310.3112,5.21E+09
1280.2742,5.25E+09
1265.1433,5.29E+09
1274.8236,5.32E+09
1196.2854,5.36E+09
1271.7306,5.40E+09
1239.7897,5.44E+09
1218.2173,5.48E+09
1216.9872,5.51E+09
1211.1539,5.55E+09
1160.9808,5.59E+09
1153.0121,5.63E+09
1146.0968,5.66E+09
1158.5149,5.70E+09
1131.9108,5.74E+09
1130.5067,5.78E+09
1141.2981,5.82E+09
1170.0778,5.85E+09
1190.8663,5.89E+09
1223.3364,5.93E+09
1220.969,5.97E+09
1214.7578,6.00E+09
1211.5425,6.04E+09
1201.3478,6.08E+09
1163.756,6.12E+09
1161.6018,6.15E+09
1158.535,6.19E+09
1137.2209,6.23E+09
1129.4445,6.27E+09
1120.4664,6.31E+09
1114.0798,6.34E+09
1109.2056,6.38E+09
1102.7759,6.42E+09
1077.3439,6.46E+09
1094.7844,6.49E+09
1087.7968,6.53E+09
1081.4092,6.57E+09
1098.1954,6.61E+09
1119.1881,6.65E+09
1125.7153,6.68E+09
1112.2803,6.72E+09
1080.5662,6.76E+09
1051.733,6.80E+09
1044.1748,6.83E+09
1054.8567,6.87E+09
1068.9519,6.91E+09
1069.8079,6.95E+09
1071.3491,6.99E+09
1071.6873,7.02E+09
1068.2941,7.06E+09
1052.5343,7.10E+09
1073.1295,7.14E+09
1062.3652,7.17E+09
1045.2288,7.21E+09
1034.3009,7.25E+09
1040.0001,7.29E+09
1034.455,7.33E+09
1008.3405,7.36E+09
990.54785,7.40E+09
995.4292,7.44E+09
991.25415,7.48E+09
989.0567,7.51E+09
1000.6276,7.55E+09
1005.0718,7.59E+09
988.79816,7.63E+09
973.27911,7.66E+09
1011.144,7.70E+09
1032.9996,7.74E+09
1061.9167,7.78E+09
1059.1859,7.82E+09
1065.4281,7.85E+09
1074.6271,7.89E+09
1079.9408,7.93E+09
1077.0769,7.97E+09
1050.2512,8.00E+09
1022.9402,8.04E+09
1020.0543,8.08E+09
1008.7345,8.12E+09
1056.1444,8.16E+09
1052.4973,8.19E+09
1052.0773,8.23E+09
1050.6448,8.27E+09
1032.4565,8.31E+09
1040.7008,8.34E+09
1031.7227,8.38E+09
1014.4052,8.42E+09
1022.4983,8.46E+09
1012.7296,8.50E+09
978.17236,8.53E+09
967.52191,8.57E+09
973.48706,8.61E+09
990.48889,8.65E+09
987.53735,8.68E+09
983.30762,8.72E+09
972.73236,8.76E+09
964.90259,8.80E+09
982.75891,8.84E+09
987.56299,8.87E+09
985.66302,8.91E+09
1022.481,8.95E+09
1029.116,8.99E+09
1028.3398,9.02E+09
1016.3094,9.06E+09
1001.5382,9.10E+09